Team,xG,xGA,xGD,Open Play xG,Open Play xGA,Open Play xGD,Set Piece xG,Set Piece xGA,Set Piece xGD,npxG,npxGA,npxGD,Goals,Goals Conceded,GD,GD-xGD,Possession,Field Tilt,Avg Pass Height,xT,xT Against,Passes in Opposition Half,Passes into Box,Shots,Shots Faced,Shots per 1.0 xT,Shots Faced per 1.0 xT Against,PPDA,High Recoveries,High Recoveries Against,Crosses,Corners,Fouls,On-Ball Pressure,On-Ball Pressure Share,Off-Ball Pressure,Off-Ball Pressure Share,Game Control,Game Control Share,Throw-Ins into the Box,Match,Date
Shabab Al Ahli,1.77,1.96,-0.19,1.65,0.99,0.66,0.11,0.97,-0.86,1.77,1.96,-0.19,2,3,-1,-0.81,55.5,57.81,50.1,0.68,0.7,199,7,18,20,26.47,28.57,8.56,3,2,14,5,12,77.4,45.83,18.47,25.25,53.57,33.31,4,Al Ain 3-2 Shabab Al Ahli,2026-04-10
Al Ain,1.96,1.77,0.19,0.99,1.65,-0.66,0.97,0.11,0.86,1.96,1.77,0.19,3,2,1,0.81,44.5,42.19,43.91,0.7,0.68,120,13,20,18,28.57,26.47,11.4,2,3,18,8,15,91.5,54.17,54.67,74.75,107.27,66.69,1,Al Ain 3-2 Shabab Al Ahli,2026-04-10
Sharjah,1.24,0.71,0.53,1.24,0.71,0.53,0.0,0.0,0.0,1.24,0.71,0.53,1,1,0,-0.53,43.2,42.27,51.14,0.62,0.32,179,13,14,12,22.58,37.5,8.03,9,4,16,4,8,86.6,43.8,67.8,80.59,140.73,80.79,2,Bani Yas 1-1 Sharjah,2026-04-10
Bani Yas,0.71,1.24,-0.53,0.71,1.24,-0.53,0.0,0.0,0.0,0.71,1.24,-0.53,1,1,0,0.53,56.8,57.73,50.65,0.32,0.62,227,13,12,14,37.5,22.58,15.87,4,9,25,6,13,111.1,56.2,16.33,19.41,33.47,19.21,2,Bani Yas 1-1 Sharjah,2026-04-10
Kalba,0.68,2.89,-2.21,0.5,1.32,-0.82,0.18,0.81,-0.63,0.68,2.13,-1.45,2,2,0,2.21,39.6,43.1,47.45,0.64,0.84,188,14,13,21,20.31,25.0,11.79,4,5,14,5,18,87.9,33.59,110.13,80.62,86.83,30.23,0,Al Wahda 2-2 Kalba,2026-04-09
Al Wahda,2.89,0.68,2.21,1.32,0.5,0.82,0.81,0.18,0.63,2.13,0.68,1.45,2,2,0,-2.21,60.4,56.9,47.78,0.84,0.64,266,16,21,13,25.0,20.31,7.87,5,4,22,7,15,173.8,66.41,26.47,19.38,200.4,69.77,0,Al Wahda 2-2 Kalba,2026-04-09
Al Wasl,2.01,0.58,1.43,2.01,0.48,1.53,0.0,0.1,-0.1,2.01,0.58,1.43,1,2,-1,-2.43,60.4,48.61,46.14,0.71,0.35,205,10,11,7,15.49,20.0,8.93,2,2,8,0,9,90.3,64.87,12.07,13.63,55.57,44.26,0,Sharjah 2-1 Al Wasl,2026-04-05
Sharjah,0.58,2.01,-1.43,0.48,2.01,-1.53,0.1,0.0,0.1,0.58,2.01,-1.43,2,1,1,2.43,39.6,51.39,47.06,0.35,0.71,147,6,7,11,20.0,15.49,12.61,2,2,13,3,19,48.9,35.13,76.47,86.37,69.97,55.74,2,Sharjah 2-1 Al Wasl,2026-04-05
Ajman,0.27,2.41,-2.14,0.23,1.76,-1.53,0.04,0.64,-0.6,0.27,2.41,-2.14,0,2,-2,0.14,45.5,38.49,45.17,0.49,1.01,161,8,6,11,12.24,10.89,16.64,3,7,15,4,9,38.2,24.03,36.87,50.97,31.93,14.51,0,Al Ain 2-0 Ajman,2026-04-05
Al Ain,2.41,0.27,2.14,1.76,0.23,1.53,0.64,0.04,0.6,2.41,0.27,2.14,2,0,2,-0.14,54.5,61.51,50.52,1.01,0.49,230,18,11,6,10.89,12.24,9.66,7,3,17,8,13,120.8,75.97,35.47,49.03,188.07,85.49,0,Al Ain 2-0 Ajman,2026-04-05
Bani Yas,0.71,1.58,-0.87,0.68,1.54,-0.86,0.03,0.04,-0.01,0.71,1.58,-0.87,1,2,-1,-0.13,58.6,55.6,45.75,0.92,0.55,160,12,11,11,11.96,20.0,9.52,5,0,23,4,11,104.7,66.86,13.53,15.42,68.03,43.53,0,Khorfakkan 2-1 Bani Yas,2026-04-05
Khorfakkan,1.58,0.71,0.87,1.54,0.68,0.86,0.04,0.03,0.01,1.58,0.71,0.87,2,1,1,0.13,41.4,44.4,44.34,0.55,0.92,124,12,11,11,20.0,11.96,13.68,0,5,9,3,12,51.9,33.14,74.2,84.58,88.27,56.47,3,Khorfakkan 2-1 Bani Yas,2026-04-05
Al Dhafra,1.39,0.48,0.91,0.66,0.34,0.32,0.73,0.14,0.59,1.39,0.48,0.91,0,1,-1,-1.91,63.1,67.79,50.38,0.48,0.25,273,17,16,7,33.33,28.0,9.25,2,4,28,10,8,155.6,85.68,17.73,16.23,114.53,60.01,3,Dibba Al Fujairah 1-0 Al Dhafra,2026-04-05
Dibba Al Fujairah,0.48,1.39,-0.91,0.34,0.66,-0.32,0.14,0.73,-0.59,0.48,1.39,-0.91,1,0,1,1.91,36.9,32.21,44.06,0.25,0.48,117,8,7,16,28.0,33.33,13.03,4,2,10,7,18,26.0,14.32,91.53,83.77,76.33,39.99,0,Dibba Al Fujairah 1-0 Al Dhafra,2026-04-05
Al Jazira,1.23,1.98,-0.75,0.47,1.68,-1.21,0.0,0.3,-0.3,0.47,1.98,-1.51,1,2,-1,-0.25,48.6,40.17,41.96,0.32,0.44,112,10,7,15,21.88,34.09,8.82,3,2,11,1,16,34.1,24.13,33.6,41.14,31.73,18.18,1,Shabab Al Ahli 2-1 Al Jazira,2026-04-04
Shabab Al Ahli,1.98,1.23,0.75,1.68,0.47,1.21,0.3,0.0,0.3,1.98,0.47,1.51,2,1,1,0.25,51.4,59.83,49.66,0.44,0.32,176,12,15,7,34.09,21.88,7.94,2,3,11,5,19,107.2,75.87,48.07,58.86,142.8,81.82,2,Shabab Al Ahli 2-1 Al Jazira,2026-04-04
Al Wahda,1.24,2.61,-1.37,1.24,2.49,-1.25,0.0,0.13,-0.13,1.24,2.61,-1.37,2,2,0,1.37,45.0,40.78,48.46,0.48,0.82,187,10,8,23,16.67,28.05,12.55,1,3,20,2,10,55.4,28.28,52.93,59.07,54.6,36.15,0,Al Nasr 2-2 Al Wahda,2026-04-04
Al Nasr,2.61,1.24,1.37,2.49,1.24,1.25,0.13,0.0,0.13,2.61,1.24,1.37,2,2,0,-1.37,55.0,59.22,48.66,0.82,0.48,235,17,23,8,28.05,16.67,9.59,3,1,22,7,14,140.5,71.72,36.67,40.93,96.43,63.85,1,Al Nasr 2-2 Al Wahda,2026-04-04
Kalba,2.11,1.31,0.8,1.81,1.13,0.68,0.3,0.19,0.11,2.11,1.31,0.8,2,2,0,-0.8,38.4,31.33,41.81,0.48,1.06,113,6,8,20,16.67,18.87,14.5,4,10,5,4,17,24.5,12.3,101.27,81.71,57.43,34.4,1,Al Bataeh 2-2 Kalba,2026-04-04
Al Bataeh,1.31,2.11,-0.8,1.13,1.81,-0.68,0.19,0.3,-0.11,1.31,2.11,-0.8,2,2,0,0.8,61.6,68.67,52.81,1.06,0.48,316,18,20,8,18.87,16.67,8.3,10,4,16,4,8,174.7,87.7,22.67,18.29,109.53,65.6,0,Al Bataeh 2-2 Kalba,2026-04-04
Al Dhafra,1.03,3.09,-2.06,1.02,2.81,-1.79,0.01,0.28,-0.27,1.03,3.09,-2.06,0,3,-3,-0.94,34.1,37.28,46.14,0.65,1.22,121,3,13,17,20.0,13.93,13.8,2,4,10,3,9,41.8,20.51,130.2,93.05,50.09,26.07,0,Al Wasl 3-0 Al Dhafra,2026-03-18
Al Wasl,3.09,1.03,2.06,2.81,1.02,1.79,0.28,0.01,0.27,3.09,1.03,2.06,3,0,3,0.94,65.9,62.72,49.04,1.22,0.65,253,15,17,13,13.93,20.0,8.07,4,2,14,5,18,162.0,79.49,9.73,6.95,142.06,73.93,0,Al Wasl 3-0 Al Dhafra,2026-03-18
Al Bataeh,1.16,0.21,0.95,1.16,0.21,0.95,0.0,0.0,0.0,1.16,0.21,0.95,1,1,0,-0.95,25.8,29.87,46.79,0.42,0.83,92,5,10,4,23.81,4.82,19.78,3,3,13,2,13,27.9,25.34,159.87,100.0,143.6,89.96,1,Al Nasr 1-1 Al Bataeh,2026-03-18
Al Nasr,0.21,1.16,-0.95,0.21,1.16,-0.95,0.0,0.0,0.0,0.21,1.16,-0.95,1,1,0,0.95,74.2,70.13,49.7,0.83,0.42,333,12,4,10,4.82,23.81,5.97,3,3,31,7,10,82.2,74.66,0.0,0.0,16.03,10.04,1,Al Nasr 1-1 Al Bataeh,2026-03-18
Bani Yas,0.9,1.76,-0.86,0.82,1.59,-0.77,0.08,0.17,-0.09,0.9,1.76,-0.86,1,1,0,0.86,34.7,23.65,40.52,0.95,1.26,100,10,13,22,13.68,17.46,24.0,1,4,5,6,11,33.1,12.25,116.47,80.29,48.07,34.39,0,Ajman 1-1 Bani Yas,2026-03-18
Ajman,1.76,0.9,0.86,1.59,0.82,0.77,0.17,0.08,0.09,1.76,0.9,0.86,1,1,0,-0.86,65.3,76.35,53.11,1.26,0.95,334,22,22,13,17.46,13.68,13.24,4,1,33,8,5,237.2,87.75,28.6,19.71,91.7,65.61,0,Ajman 1-1 Bani Yas,2026-03-18
