Team,xG,xGA,xGD,Open Play xG,Open Play xGA,Open Play xGD,Set Piece xG,Set Piece xGA,Set Piece xGD,npxG,npxGA,npxGD,Goals,Goals Conceded,GD,GD-xGD,Possession,Field Tilt,Avg Pass Height,xT,xT Against,Passes in Opposition Half,Passes into Box,Shots,Shots Faced,Shots per 1.0 xT,Shots Faced per 1.0 xT Against,PPDA,High Recoveries,High Recoveries Against,Crosses,Corners,Fouls,On-Ball Pressure,On-Ball Pressure Share,Off-Ball Pressure,Off-Ball Pressure Share,Game Control,Game Control Share,Throw-Ins into the Box,Match,Date
Monterey Bay,0.99,2.73,-1.74,0.23,1.15,-0.92,0.0,0.06,-0.06,0.23,1.21,-0.98,0,1,-1,0.74,48.5,47.18,42.82,0.26,0.6,134,8,4,16,15.38,26.67,9.49,3,4,18,5,19,37.4,24.1,44.6,41.73,24.67,14.33,3,Las Vegas Lights 1-0 Monterey Bay,2026-03-28
Las Vegas Lights,2.73,0.99,1.74,1.15,0.23,0.92,0.06,0.0,0.06,1.21,0.23,0.98,1,0,1,-0.74,51.5,52.82,46.17,0.6,0.26,177,10,16,4,26.67,15.38,8.61,4,3,14,3,14,117.8,75.9,62.27,58.27,147.43,85.67,0,Las Vegas Lights 1-0 Monterey Bay,2026-03-28
El Paso Locomotive,1.12,3.47,-2.35,0.32,1.21,-0.89,0.04,1.5,-1.46,0.36,2.71,-2.35,2,1,1,3.35,39.1,30.27,39.07,0.46,1.67,108,10,8,16,17.39,9.58,15.0,5,1,16,6,13,47.1,18.25,66.07,77.24,67.2,48.24,0,Sacramento Republic 1-2 El Paso Locomotive,2026-03-28
Sacramento Republic,3.47,1.12,2.35,1.21,0.32,0.89,1.5,0.04,1.46,2.71,0.36,2.35,1,2,-1,-3.35,60.9,69.73,51.68,1.67,0.46,336,18,16,8,9.58,17.39,11.19,1,5,27,5,15,211.0,81.75,19.47,22.76,72.1,51.76,1,Sacramento Republic 1-2 El Paso Locomotive,2026-03-28
Orange County SC,1.11,0.8,0.31,1.11,0.76,0.35,0.0,0.04,-0.04,1.11,0.8,0.31,1,0,1,0.69,40.0,31.25,42.36,0.39,1.46,126,10,10,13,25.64,8.9,13.48,0,4,14,2,17,32.5,19.9,90.8,82.75,52.5,57.55,1,Oakland Roots 0-1 Orange County SC,2026-03-28
Oakland Roots,0.8,1.11,-0.31,0.76,1.11,-0.35,0.04,0.0,0.04,0.8,1.11,-0.31,0,1,-1,-0.69,60.0,68.75,49.82,1.46,0.39,264,17,13,10,8.9,25.64,7.83,4,0,28,6,19,130.8,80.1,18.93,17.25,38.73,42.45,0,Oakland Roots 0-1 Orange County SC,2026-03-28
Phoenix Rising,0.89,1.62,-0.73,0.89,1.62,-0.73,0.0,0.0,0.0,0.89,1.62,-0.73,1,1,0,0.73,44.3,41.38,43.17,0.92,0.76,110,6,9,11,9.78,14.47,7.44,1,4,19,5,24,24.0,17.96,45.87,64.66,28.0,21.57,5,FC Tulsa 1-1 Phoenix Rising,2026-03-28
FC Tulsa,1.62,0.89,0.73,1.62,0.89,0.73,0.0,0.0,0.0,1.62,0.89,0.73,1,1,0,-0.73,55.7,58.62,49.13,0.76,0.92,169,14,11,9,14.47,9.78,5.27,4,1,15,4,20,109.6,82.04,25.07,35.34,101.8,78.43,2,FC Tulsa 1-1 Phoenix Rising,2026-03-28
Loudoun United,0.42,2.72,-2.3,0.42,2.51,-2.09,0.0,0.21,-0.21,0.42,2.72,-2.3,1,3,-2,0.3,46.0,42.7,45.24,0.31,1.28,160,7,6,22,19.35,17.19,12.3,4,5,10,3,11,15.0,9.51,51.0,53.12,13.9,9.32,1,Tampa Bay Rowdies 3-1 Loudoun United,2026-03-28
Tampa Bay Rowdies,2.72,0.42,2.3,2.51,0.42,2.09,0.21,0.0,0.21,2.72,0.42,2.3,3,1,2,-0.3,54.0,57.3,45.86,1.28,0.31,186,23,22,6,17.19,19.35,9.31,5,4,27,8,14,142.8,90.49,45.0,46.88,135.2,90.68,6,Tampa Bay Rowdies 3-1 Loudoun United,2026-03-28
Louisville City,1.14,0.46,0.68,1.03,0.13,0.9,0.11,0.34,-0.23,1.14,0.46,0.68,1,0,1,0.32,47.3,57.14,49.04,0.67,0.64,209,10,14,7,20.9,10.94,10.26,6,0,22,9,16,113.4,66.28,70.73,88.35,136.8,77.82,4,Brooklyn 0-1 Louisville City,2026-03-28
Brooklyn,0.46,1.14,-0.68,0.13,1.03,-0.9,0.34,0.11,0.23,0.46,1.14,-0.68,0,1,-1,-0.32,52.7,42.86,43.96,0.64,0.67,178,13,7,14,10.94,20.9,12.2,0,6,16,4,8,57.7,33.72,9.33,11.65,39.0,22.18,3,Brooklyn 0-1 Louisville City,2026-03-28
Rhode Island,2.83,2.45,0.38,2.62,2.45,0.17,0.22,0.0,0.22,2.83,2.45,0.38,1,2,-1,-1.38,59.5,73.28,46.9,0.62,0.31,246,12,20,9,32.26,29.03,8.3,4,2,22,6,16,162.4,91.08,25.87,30.58,132.1,76.85,0,Miami 2-1 Rhode Island,2026-03-28
Miami,2.45,2.83,-0.38,2.45,2.62,-0.17,0.0,0.22,-0.22,2.45,2.83,-0.38,2,1,1,1.38,40.5,26.72,37.11,0.31,0.62,82,4,9,20,29.03,32.26,12.14,2,4,6,0,19,15.9,8.92,58.73,69.42,39.8,23.15,0,Miami 2-1 Rhode Island,2026-03-28
Sporting JAX,1.37,2.34,-0.97,1.2,1.15,0.05,0.17,0.43,-0.26,1.37,1.58,-0.21,2,3,-1,-0.03,60.0,54.28,42.15,1.04,0.32,203,14,10,9,9.62,28.12,10.97,2,1,18,4,14,91.3,68.6,12.67,13.08,39.2,27.98,0,Pittsburgh Riverhounds 3-2 Sporting JAX,2026-03-28
