Team,xG,xGA,xGD,Open Play xG,Open Play xGA,Open Play xGD,Set Piece xG,Set Piece xGA,Set Piece xGD,npxG,npxGA,npxGD,Goals,Goals Conceded,GD,GD-xGD,Possession,Field Tilt,Avg Pass Height,xT,xT Against,Passes in Opposition Half,Passes into Box,Shots,Shots Faced,Shots per 1.0 xT,Shots Faced per 1.0 xT Against,PPDA,High Recoveries,High Recoveries Against,Crosses,Corners,Fouls,On-Ball Pressure,On-Ball Pressure Share,Off-Ball Pressure,Off-Ball Pressure Share,Game Control,Game Control Share,Throw-Ins into the Box,Match,Date
Orléans,2.03,0.76,1.27,1.26,0.76,0.5,0.77,0.0,0.77,2.03,0.76,1.27,0,0,0,-1.27,62.9,70.55,51.98,1.14,0.57,347,19,23,11,20.18,19.3,6.52,12,4,23,9,14,167.3,88.19,33.73,26.0,143.87,70.15,0,Orléans 0-0 Villefranche,2026-03-27
Bourg-Péronnas,0.75,3.16,-2.41,0.39,1.99,-1.6,0.36,0.41,-0.05,0.75,2.4,-1.65,0,3,-3,-0.59,51.3,59.94,48.09,0.64,1.12,222,7,9,10,14.06,8.93,11.09,7,1,23,6,14,118.0,64.2,47.47,48.14,76.7,45.16,1,Fleury 3-0 Bourg-Péronnas,2026-03-27
Fleury,3.16,0.75,2.41,1.99,0.39,1.6,0.41,0.36,0.05,2.4,0.75,1.65,3,0,3,0.59,48.7,40.06,46.35,1.12,0.64,202,13,10,9,8.93,14.06,13.07,1,7,15,7,13,65.8,35.8,51.13,51.86,93.13,54.84,0,Fleury 3-0 Bourg-Péronnas,2026-03-27
Concarneau,0.95,1.98,-1.03,0.92,1.12,-0.2,0.03,0.1,-0.07,0.95,1.22,-0.27,1,3,-2,-0.97,44.2,51.53,47.39,0.69,0.32,159,11,11,9,15.94,28.12,7.23,7,0,16,3,12,76.3,53.88,66.87,70.63,79.2,46.51,1,Châteauroux 3-1 Concarneau,2026-03-27
Châteauroux,1.98,0.95,1.03,1.12,0.92,0.2,0.1,0.03,0.07,1.22,0.95,0.27,3,1,2,0.97,55.8,48.47,44.62,0.32,0.69,173,6,9,11,28.12,15.94,9.0,0,7,16,5,20,65.3,46.12,27.8,29.37,91.1,53.49,0,Châteauroux 3-1 Concarneau,2026-03-27
Versailles,1.35,1.83,-0.48,1.11,1.8,-0.69,0.24,0.03,0.21,1.35,1.83,-0.48,1,3,-2,-1.52,38.8,35.94,43.05,0.14,0.34,115,7,5,15,35.71,44.12,10.86,5,11,12,1,8,21.8,15.98,79.73,83.23,60.3,36.47,1,Dijon 3-1 Versailles,2026-03-27
Dijon,1.83,1.35,0.48,1.8,1.11,0.69,0.03,0.24,-0.21,1.83,1.35,0.48,3,1,2,1.52,61.2,64.06,46.36,0.34,0.14,209,10,15,5,44.12,35.71,5.93,11,5,20,5,11,114.6,84.02,16.07,16.77,105.03,63.53,4,Dijon 3-1 Versailles,2026-03-27
Stade Briochin,0.62,1.61,-0.99,0.59,1.5,-0.91,0.03,0.12,-0.09,0.62,1.61,-0.99,1,1,0,0.99,33.4,28.07,45.56,0.0,1.22,119,3,4,22,inf,18.03,17.0,1,0,14,5,9,4.2,1.51,102.13,94.92,38.73,23.73,0,Bourg-Péronnas 1-1 Stade Briochin,2026-03-21
Bourg-Péronnas,1.61,0.62,0.99,1.5,0.59,0.91,0.12,0.03,0.09,1.61,0.62,0.99,1,1,0,-0.99,66.6,71.93,55.9,1.22,0.0,378,12,22,4,18.03,inf,8.75,0,1,42,5,15,274.1,98.49,5.47,5.08,124.47,76.27,0,Bourg-Péronnas 1-1 Stade Briochin,2026-03-21
Orléans,2.57,1.04,1.53,1.38,0.8,0.58,0.43,0.24,0.19,1.81,1.04,0.77,1,1,0,-1.53,52.6,54.06,46.67,0.72,0.36,211,13,14,8,19.44,22.22,8.88,5,7,23,6,10,92.6,61.69,47.33,50.53,101.17,64.75,1,Caen 1-1 Orléans,2026-03-21
