Team,xG,xGA,xGD,Open Play xG,Open Play xGA,Open Play xGD,Set Piece xG,Set Piece xGA,Set Piece xGD,npxG,npxGA,npxGD,Goals,Goals Conceded,GD,GD-xGD,Possession,Field Tilt,Avg Pass Height,xT,xT Against,Passes in Opposition Half,Passes into Box,Shots,Shots Faced,Shots per 1.0 xT,Shots Faced per 1.0 xT Against,PPDA,High Recoveries,High Recoveries Against,Crosses,Corners,Fouls,On-Ball Pressure,On-Ball Pressure Share,Off-Ball Pressure,Off-Ball Pressure Share,Game Control,Game Control Share,Throw-Ins into the Box,Match,Date
NEC,2.95,1.77,1.18,2.9,0.89,2.01,0.06,0.12,-0.06,2.95,1.01,1.94,2,2,0,-1.18,66.9,76.06,52.67,1.94,0.67,304,22,16,10,8.25,14.93,7.32,7,4,29,7,11,204.5,89.61,12.47,9.96,124.87,71.5,0,Telstar 2-2 NEC,2025-12-13
Telstar,1.77,2.95,-1.18,0.89,2.9,-2.01,0.12,0.06,0.06,1.01,2.95,-1.94,2,2,0,1.18,33.1,23.94,40.71,0.67,1.94,89,6,10,16,14.93,8.25,12.43,4,7,12,5,8,23.7,10.39,112.67,90.04,49.77,28.5,0,Telstar 2-2 NEC,2025-12-13
NAC Breda,2.8,2.07,0.73,2.4,2.07,0.33,0.4,0.0,0.4,2.8,2.07,0.73,0,1,-1,-1.73,58.7,71.64,55.73,1.33,0.45,325,21,22,12,16.54,26.67,8.54,10,8,38,14,10,229.7,80.17,32.4,41.29,202.83,76.33,2,Sparta Rotterdam 1-0 NAC Breda,2025-12-07
Sparta Rotterdam,2.07,2.8,-0.73,2.07,2.4,-0.33,0.0,0.4,-0.4,2.07,2.8,-0.73,1,0,1,1.73,41.3,28.36,41.02,0.45,1.33,123,11,12,22,26.67,16.54,9.03,8,10,5,1,11,56.8,19.83,46.07,58.71,62.9,23.67,0,Sparta Rotterdam 1-0 NAC Breda,2025-12-07
NEC,2.07,2.41,-0.34,1.86,1.32,0.54,0.2,0.33,-0.13,2.07,1.65,0.42,3,2,1,1.34,57.5,63.55,51.05,0.79,0.81,226,18,16,13,20.25,16.05,9.67,2,6,25,8,17,169.5,69.78,22.87,32.24,150.2,69.12,1,Volendam 2-3 NEC,2025-12-07
Volendam,2.41,2.07,0.34,1.32,1.86,-0.54,0.33,0.2,0.13,1.65,2.07,-0.42,2,3,-1,-1.34,42.5,36.45,42.07,0.81,0.79,113,15,13,16,16.05,20.25,12.62,6,2,20,4,7,73.4,30.22,48.07,67.76,67.1,30.88,1,Volendam 2-3 NEC,2025-12-07
Go Ahead Eagles,1.95,2.46,-0.51,1.6,2.34,-0.74,0.36,0.12,0.24,1.95,2.46,-0.51,2,2,0,0.51,51.6,40.38,42.07,0.34,1.01,174,8,12,24,35.29,23.76,14.45,4,8,19,4,8,46.0,21.1,55.6,43.19,47.23,25.95,1,AZ 2-2 Go Ahead Eagles,2025-12-07
AZ,2.46,1.95,0.51,2.34,1.6,0.74,0.12,0.36,-0.24,2.46,1.95,0.51,2,2,0,-0.51,48.4,59.62,49.74,1.01,0.34,234,24,24,12,23.76,35.29,15.62,8,4,19,11,8,172.0,78.9,73.13,56.81,134.77,74.05,0,AZ 2-2 Go Ahead Eagles,2025-12-07
Twente,2.02,0.69,1.33,0.89,0.49,0.4,1.13,0.2,0.93,2.02,0.69,1.33,1,1,0,-1.33,62.4,53.9,46.42,0.73,0.25,268,12,21,12,28.77,48.0,12.0,6,9,20,8,8,125.9,65.03,17.73,16.47,102.13,44.16,4,Utrecht 1-1 Twente,2025-12-07
Utrecht,0.69,2.02,-1.33,0.49,0.89,-0.4,0.2,1.13,-0.93,0.69,2.02,-1.33,1,1,0,1.33,37.6,46.1,47.73,0.25,0.73,152,13,12,21,48.0,28.77,13.15,9,6,17,6,8,67.7,34.97,89.93,83.53,129.13,55.84,3,Utrecht 1-1 Twente,2025-12-07
